,subsesh,TRIAL_INDEX,blockNum,ntargets,TRIAL_FIXATION_TOTAL,CURRENT_FIX_INDEX,CURRENT_FIX_START,CURRENT_FIX_DURATION,CURRENT_FIX_PUPIL,PREVIOUS_FIX_INTEREST_AREA_LABEL,PREVIOUS_FIX_INTEREST_AREA_ID,CURRENT_FIX_INTEREST_AREA_ID,CURRENT_FIX_INTEREST_AREA_LABEL,NEXT_FIX_INTEREST_AREA_RUN_ID,NEXT_FIX_INTEREST_AREA_LABEL,CURRENT_FIX_INTEREST_AREA_FIX_COUNT,CURRENT_FIX_INTEREST_AREA_RUN_ID,CURRENT_FIX_REFIX_INTEREST_AREA,CURRENT_FIX_RUN_INDEX,CURRENT_FIX_RUN_SIZE,CURRENT_FIX_X,CURRENT_FIX_Y,RT,TRIAL_START_TIME,CORRECT,CURRENT_FIX_NEAREST_INTEREST_AREA_DISTANCE,CURRENT_FIX_NEAREST_INTEREST_AREA,CURRENT_FIX_NEAREST_INTEREST_AREA_LABEL,subject,session,timestamp,refix,fix_idx,ntargets_fixed,Order,fixation
3905,p10_2,41,4.0,2.0,40,20,4421,237,2084,DISTRACTOR,21.0,1.0,TARGET_1,2.0,DISTRACTOR,2.0,2.0,18.0,1.0,1.0,785.8,669.9,10000.0,1822376,1.0,0.56,1.0,TARGET_1,p10,2,1826797,1,78934,2,,target
4015,p10_2,45,4.0,2.0,36,7,1751,371,2342,DISTRACTOR,13.0,2.0,TARGET_2,1.0,DISTRACTOR,2.0,1.0,0.0,1.0,1.0,486.3,156.3,10000.0,1925344,1.0,0.63,2.0,TARGET_2,p10,2,1927095,0,79044,2,1.0,target
4023,p10_2,45,4.0,2.0,36,15,4145,366,2051,DISTRACTOR,10.0,1.0,TARGET_1,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,290.2,471.8,10000.0,1925344,1.0,0.41,1.0,TARGET_1,p10,2,1929489,0,79052,2,2.0,target
4108,p10_2,47,4.0,1.0,37,25,6678,205,1632,DISTRACTOR,8.0,1.0,TARGET_1,1.0,DISTRACTOR,2.0,1.0,0.0,1.0,1.0,592.3,539.7,9924.0,1973976,1.0,0.39,1.0,TARGET_1,p10,2,1980654,0,79137,1,,target
4128,p10_2,48,4.0,3.0,37,8,1432,323,1504,DISTRACTOR,5.0,3.0,TARGET_3,1.0,TARGET_3,2.0,1.0,0.0,1.0,2.0,304.4,169.0,10000.0,1998080,0.0,0.19,3.0,TARGET_3,p10,2,1999512,0,79157,2,1.0,target
4134,p10_2,48,4.0,3.0,37,14,3202,419,1274,DISTRACTOR,4.0,2.0,TARGET_2,,,1.0,1.0,0.0,1.0,1.0,798.4,472.1,10000.0,1998080,0.0,0.56,2.0,TARGET_2,p10,2,2001282,0,79163,2,2.0,target
4166,p10_2,49,4.0,1.0,39,9,2056,291,2387,,65.0,1.0,TARGET_1,1.0,DISTRACTOR,2.0,1.0,0.0,1.0,1.0,600.6,227.2,10000.0,2022997,1.0,0.24,1.0,TARGET_1,p10,2,2025053,0,79195,1,,target
4219,p10_2,51,4.0,2.0,41,7,1587,354,1528,DISTRACTOR,27.0,2.0,TARGET_2,1.0,,1.0,1.0,0.0,1.0,1.0,681.1,166.6,10000.0,2065693,1.0,0.7,2.0,TARGET_2,p10,2,2067280,0,79248,2,1.0,target
4232,p10_2,51,4.0,2.0,41,20,4919,215,1734,DISTRACTOR,11.0,1.0,TARGET_1,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,496.1,546.7,10000.0,2065693,1.0,0.65,1.0,TARGET_1,p10,2,2070612,0,79261,2,2.0,target
4360,p10_2,55,4.0,2.0,40,4,1029,208,1354,,81.0,1.0,TARGET_1,1.0,TARGET_1,3.0,1.0,0.0,1.0,2.0,787.3,398.8,10000.0,2165153,1.0,0.56,1.0,TARGET_1,p10,2,2166182,0,79389,2,1.0,target
4469,p10_2,58,4.0,3.0,34,15,4326,199,1090,DISTRACTOR,16.0,2.0,TARGET_2,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,444.1,474.9,10000.0,2239813,0.0,0.75,2.0,TARGET_2,p10,2,2244139,0,79498,3,1.0,target
4472,p10_2,58,4.0,3.0,34,18,5324,220,1400,DISTRACTOR,10.0,1.0,TARGET_1,1.0,DISTRACTOR,2.0,1.0,0.0,1.0,1.0,554.9,600.7,10000.0,2239813,0.0,0.5,1.0,TARGET_1,p10,2,2245137,0,79501,3,2.0,target
4477,p10_2,58,4.0,3.0,34,23,6835,173,1684,DISTRACTOR,5.0,1.0,TARGET_1,2.0,DISTRACTOR,2.0,2.0,18.0,1.0,1.0,523.9,608.3,10000.0,2239813,0.0,0.79,1.0,TARGET_1,p10,2,2246648,1,79506,3,,target
4494,p10_2,59,5.0,2.0,38,6,1293,378,2420,DISTRACTOR,18.0,1.0,TARGET_1,1.0,TARGET_1,2.0,1.0,0.0,1.0,2.0,772.7,108.5,10000.0,2331530,0.0,0.37,1.0,TARGET_1,p10,2,2332823,0,79523,1,1.0,target
4540,p10_2,60,5.0,1.0,38,14,3413,554,1611,DISTRACTOR,2.0,1.0,TARGET_1,1.0,,1.0,1.0,0.0,1.0,1.0,722.7,556.9,10000.0,2356579,1.0,0.79,1.0,TARGET_1,p10,2,2359992,0,79569,1,,target
4579,p10_2,61,5.0,1.0,39,15,4243,390,1932,DISTRACTOR,8.0,1.0,TARGET_1,1.0,DISTRACTOR,2.0,1.0,0.0,1.0,1.0,471.2,487.0,10000.0,2380281,1.0,0.58,1.0,TARGET_1,p10,2,2384524,0,79608,1,,target
4652,p10_2,63,5.0,3.0,38,11,2400,203,2182,DISTRACTOR,26.0,2.0,TARGET_2,1.0,TARGET_2,3.0,1.0,0.0,1.0,3.0,263.1,335.7,10000.0,2428712,0.0,0.96,2.0,TARGET_2,p10,2,2431112,0,79681,3,1.0,target
4660,p10_2,63,5.0,3.0,38,19,4283,176,2015,DISTRACTOR,19.0,3.0,TARGET_3,1.0,TARGET_3,2.0,1.0,0.0,1.0,2.0,740.6,529.0,10000.0,2428712,0.0,0.65,3.0,TARGET_3,p10,2,2432995,0,79689,3,2.0,target
4669,p10_2,63,5.0,3.0,38,28,6700,171,2019,DISTRACTOR,29.0,1.0,TARGET_1,2.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,290.4,494.3,10000.0,2428712,0.0,0.81,1.0,TARGET_1,p10,2,2435412,0,79698,3,3.0,target
4695,p10_2,64,5.0,2.0,37,16,4427,135,1913,DISTRACTOR,9.0,2.0,TARGET_2,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,426.0,480.6,10000.0,2452629,1.0,0.27,2.0,TARGET_2,p10,2,2457056,0,79724,2,1.0,target
4764,p10_2,66,5.0,1.0,41,6,1190,403,2828,DISTRACTOR,6.0,1.0,TARGET_1,1.0,,3.0,1.0,0.0,1.0,1.0,669.8,226.7,10000.0,2501004,1.0,0.37,1.0,TARGET_1,p10,2,2502194,0,79793,1,,target
4803,p10_2,67,5.0,3.0,39,4,1188,370,1773,DISTRACTOR,7.0,3.0,TARGET_3,1.0,,2.0,1.0,0.0,1.0,1.0,625.6,158.3,10000.0,2524283,0.0,0.97,3.0,TARGET_3,p10,2,2525471,0,79832,2,1.0,target
4825,p10_2,67,5.0,3.0,39,26,6502,326,2128,DISTRACTOR,16.0,3.0,TARGET_3,1.0,DISTRACTOR,2.0,2.0,4.0,1.0,1.0,602.5,198.2,10000.0,2524283,0.0,0.84,3.0,TARGET_3,p10,2,2530785,1,79854,2,,target
4848,p10_2,68,5.0,3.0,38,10,2550,238,1673,DISTRACTOR,16.0,1.0,TARGET_1,1.0,TARGET_1,4.0,1.0,0.0,1.0,2.0,654.2,222.9,10000.0,2548276,1.0,0.47,1.0,TARGET_1,p10,2,2550826,0,79877,3,1.0,target
4853,p10_2,68,5.0,3.0,38,15,3783,410,1863,DISTRACTOR,6.0,2.0,TARGET_2,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,471.6,478.7,10000.0,2548276,1.0,0.39,2.0,TARGET_2,p10,2,2552059,0,79882,3,2.0,target
4864,p10_2,68,5.0,3.0,38,26,6868,172,2050,DISTRACTOR,12.0,3.0,TARGET_3,1.0,TARGET_3,2.0,1.0,0.0,1.0,2.0,758.1,423.5,10000.0,2548276,1.0,0.88,3.0,TARGET_3,p10,2,2555144,0,79893,3,3.0,target
4920,p10_2,70,5.0,1.0,33,4,1295,402,1880,DISTRACTOR,30.0,1.0,TARGET_1,,,1.0,1.0,0.0,1.0,1.0,733.6,102.1,10000.0,2596673,1.0,0.57,1.0,TARGET_1,p10,2,2597968,0,79949,1,,target
4997,p10_2,72,5.0,3.0,27,8,2032,394,2088,,73.0,1.0,TARGET_1,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,669.6,160.1,8718.0,2647493,1.0,0.55,1.0,TARGET_1,p10,2,2649525,0,80026,3,1.0,target
5006,p10_2,72,5.0,3.0,27,17,4532,258,1802,,,2.0,TARGET_2,1.0,,3.0,1.0,0.0,1.0,1.0,297.1,553.3,8718.0,2647493,1.0,0.69,2.0,TARGET_2,p10,2,2652025,0,80035,3,2.0,target
5060,p10_2,74,5.0,1.0,37,4,1022,161,2333,DISTRACTOR,23.0,1.0,TARGET_1,1.0,TARGET_1,3.0,1.0,0.0,1.0,2.0,704.9,102.4,10000.0,2692834,1.0,0.71,1.0,TARGET_1,p10,2,2693856,0,80089,1,,target
5122,p10_2,75,5.0,1.0,42,29,6934,232,1515,DISTRACTOR,26.0,1.0,TARGET_1,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,716.9,646.0,10000.0,2717445,1.0,0.33,1.0,TARGET_1,p10,2,2724379,0,80151,1,,target
5140,p10_2,76,5.0,2.0,37,5,1127,406,2277,,78.0,1.0,TARGET_1,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,738.7,162.9,10000.0,2741127,0.0,0.69,1.0,TARGET_1,p10,2,2742254,0,80169,1,1.0,target
5224,p11_1,6,2.0,2.0,43,16,3125,384,2249,,38.0,2.0,TARGET_2,1.0,DISTRACTOR,2.0,1.0,0.0,1.0,1.0,316.5,244.0,10000.0,1021456,1.0,0.6,2.0,TARGET_2,p11,1,1024581,0,10474,1,1.0,target
5311,p11_1,8,2.0,1.0,37,20,4473,326,1986,DISTRACTOR,27.0,1.0,TARGET_1,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,615.3,301.2,8729.0,1068957,1.0,0.52,1.0,TARGET_1,p11,1,1073430,0,10561,1,,target
5354,p11_1,9,2.0,1.0,44,26,6188,166,1950,DISTRACTOR,11.0,1.0,TARGET_1,1.0,DISTRACTOR,2.0,1.0,0.0,1.0,1.0,731.0,355.1,10000.0,1091291,1.0,0.31,1.0,TARGET_1,p11,1,1097479,0,10604,1,,target
5356,p11_1,9,2.0,1.0,44,28,6554,126,1985,DISTRACTOR,17.0,1.0,TARGET_1,2.0,DISTRACTOR,2.0,2.0,26.0,1.0,1.0,729.8,352.0,10000.0,1091291,1.0,0.27,1.0,TARGET_1,p11,1,1097845,1,10606,1,,target
5393,p11_1,10,2.0,2.0,40,21,4871,176,2103,DISTRACTOR,24.0,2.0,TARGET_2,1.0,TARGET_2,2.0,1.0,0.0,1.0,2.0,259.4,454.7,10000.0,1116611,1.0,0.87,2.0,TARGET_2,p11,1,1121482,0,10643,2,1.0,target
5402,p11_1,10,2.0,2.0,40,30,6834,240,1854,,,1.0,TARGET_1,1.0,TARGET_1,2.0,1.0,0.0,1.0,2.0,664.8,568.7,10000.0,1116611,1.0,0.85,1.0,TARGET_1,p11,1,1123445,0,10652,2,2.0,target
5564,p11_1,15,2.0,3.0,38,7,1961,249,2173,,59.0,3.0,TARGET_3,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,236.8,128.0,10000.0,1248251,0.0,0.51,3.0,TARGET_3,p11,1,1250212,0,10814,2,1.0,target
5573,p11_1,15,2.0,3.0,38,16,3834,164,2094,DISTRACTOR,19.0,2.0,TARGET_2,1.0,DISTRACTOR,2.0,1.0,0.0,1.0,1.0,673.1,246.7,10000.0,1248251,0.0,0.58,2.0,TARGET_2,p11,1,1252085,0,10823,2,2.0,target
5575,p11_1,15,2.0,3.0,38,18,4391,283,1990,DISTRACTOR,11.0,2.0,TARGET_2,1.0,DISTRACTOR,2.0,2.0,16.0,1.0,1.0,665.7,254.7,10000.0,1248251,0.0,0.72,2.0,TARGET_2,p11,1,1252642,1,10825,2,,target
5605,p11_1,16,2.0,1.0,45,10,2260,290,2224,,,1.0,TARGET_1,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,658.4,127.6,10000.0,1272321,1.0,0.49,1.0,TARGET_1,p11,1,1274581,0,10855,1,,target
5649,p11_1,17,2.0,3.0,40,9,2360,212,2120,DISTRACTOR,25.0,3.0,TARGET_3,2.0,DISTRACTOR,4.0,1.0,0.0,1.0,1.0,488.5,164.0,10000.0,1295884,1.0,0.41,3.0,TARGET_3,p11,1,1298244,0,10899,2,1.0,target
5656,p11_1,17,2.0,3.0,40,16,3974,138,1980,DISTRACTOR,15.0,2.0,TARGET_2,,,3.0,1.0,0.0,1.0,1.0,731.1,227.4,10000.0,1295884,1.0,0.39,2.0,TARGET_2,p11,1,1299858,0,10906,2,2.0,target
5726,p11_1,19,2.0,1.0,41,7,1169,135,1932,DISTRACTOR,4.0,1.0,TARGET_1,1.0,TARGET_1,2.0,1.0,0.0,1.0,2.0,507.9,183.8,10000.0,1347024,1.0,0.94,1.0,TARGET_1,p11,1,1348193,0,10976,1,,target
5776,p11_1,20,2.0,3.0,41,16,4084,182,2197,DISTRACTOR,5.0,3.0,TARGET_3,1.0,DISTRACTOR,2.0,1.0,0.0,1.0,1.0,406.5,369.7,10000.0,1371024,0.0,0.75,3.0,TARGET_3,p11,1,1375108,0,11026,1,1.0,target
5778,p11_1,20,2.0,3.0,41,18,4481,188,1987,DISTRACTOR,7.0,3.0,TARGET_3,2.0,DISTRACTOR,2.0,2.0,16.0,1.0,1.0,413.9,380.9,10000.0,1371024,0.0,0.96,3.0,TARGET_3,p11,1,1375505,1,11028,1,,target
5857,p11_1,22,2.0,3.0,44,15,3417,201,2701,DISTRACTOR,30.0,2.0,TARGET_2,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,358.3,335.3,10000.0,1422407,0.0,0.65,2.0,TARGET_2,p11,1,1425824,0,11107,2,1.0,target
5865,p11_1,22,2.0,3.0,44,23,5149,150,2275,,,3.0,TARGET_3,1.0,TARGET_3,2.0,1.0,0.0,1.0,2.0,669.1,140.1,10000.0,1422407,0.0,0.92,3.0,TARGET_3,p11,1,1427556,0,11115,2,2.0,target
5900,p11_1,23,3.0,2.0,44,14,3239,185,2098,DISTRACTOR,12.0,1.0,TARGET_1,1.0,TARGET_1,3.0,1.0,0.0,1.0,2.0,279.5,278.5,10000.0,1538068,1.0,0.93,1.0,TARGET_1,p11,1,1541307,0,11150,2,1.0,target
5904,p11_1,23,3.0,2.0,44,18,4023,237,1888,DISTRACTOR,25.0,1.0,TARGET_1,1.0,,3.0,2.0,14.0,1.0,1.0,308.3,308.2,10000.0,1538068,1.0,0.53,1.0,TARGET_1,p11,1,1542091,1,11154,2,,target
5907,p11_1,23,3.0,2.0,44,21,4616,294,1793,,34.0,2.0,TARGET_2,1.0,DISTRACTOR,2.0,1.0,0.0,1.0,1.0,249.4,513.9,10000.0,1538068,1.0,0.74,2.0,TARGET_2,p11,1,1542684,0,11157,2,2.0,target
6214,p11_1,30,3.0,3.0,46,24,5220,181,1718,,,1.0,TARGET_1,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,777.3,482.7,10000.0,1702452,1.0,0.34,1.0,TARGET_1,p11,1,1707672,0,11464,3,1.0,target
6292,p11_1,32,3.0,3.0,26,12,2763,262,1967,DISTRACTOR,24.0,2.0,TARGET_2,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,554.1,229.2,6417.0,1751557,1.0,0.44,2.0,TARGET_2,p11,1,1754320,0,11542,2,1.0,target
6319,p11_1,33,3.0,3.0,39,13,2651,223,1865,DISTRACTOR,25.0,1.0,TARGET_1,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,374.0,108.4,9321.0,1771718,1.0,0.45,1.0,TARGET_1,p11,1,1774369,0,11569,3,1.0,target
6350,p11_1,34,3.0,3.0,32,5,1328,153,1923,,,1.0,TARGET_1,1.0,DISTRACTOR,3.0,1.0,0.0,1.0,1.0,739.3,156.6,7494.0,1794628,1.0,0.84,1.0,TARGET_1,p11,1,1795956,0,11600,3,1.0,target
6353,p11_1,34,3.0,3.0,32,8,2031,141,2092,DISTRACTOR,10.0,1.0,TARGET_1,2.0,TARGET_1,3.0,2.0,5.0,1.0,2.0,713.0,170.5,7494.0,1794628,1.0,0.33,1.0,TARGET_1,p11,1,1796659,1,11603,3,,target
6394,p11_1,35,3.0,1.0,44,17,3567,285,1640,,81.0,1.0,TARGET_1,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,618.8,461.5,10000.0,1815357,1.0,0.71,1.0,TARGET_1,p11,1,1818924,0,11644,1,,target
6639,p11_1,41,4.0,2.0,46,24,5015,253,2022,DISTRACTOR,8.0,2.0,TARGET_2,2.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,678.0,465.2,10000.0,2053367,1.0,0.63,2.0,TARGET_2,p11,1,2058382,0,11889,1,1.0,target
6783,p11_1,45,4.0,2.0,41,11,3071,146,2028,DISTRACTOR,24.0,1.0,TARGET_1,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,499.9,169.5,10000.0,2144452,1.0,0.62,1.0,TARGET_1,p11,1,2147523,0,12033,2,1.0,target
6788,p11_1,45,4.0,2.0,41,16,4136,235,2026,DISTRACTOR,21.0,2.0,TARGET_2,1.0,TARGET_2,2.0,1.0,0.0,1.0,2.0,684.1,349.9,10000.0,2144452,1.0,0.76,2.0,TARGET_2,p11,1,2148588,0,12038,2,2.0,target
6904,p11_1,48,4.0,1.0,44,6,1263,257,1981,DISTRACTOR,23.0,1.0,TARGET_1,1.0,DISTRACTOR,2.0,2.0,3.0,1.0,1.0,293.9,96.1,10000.0,2219744,1.0,0.67,1.0,TARGET_1,p11,1,2221007,1,12154,1,,target
6953,p11_1,49,4.0,3.0,36,11,2866,214,2157,DISTRACTOR,28.0,2.0,TARGET_2,1.0,DISTRACTOR,2.0,1.0,0.0,1.0,1.0,598.5,223.9,10000.0,2245620,0.0,0.36,2.0,TARGET_2,p11,1,2248486,0,12203,2,1.0,target
6994,p11_1,50,4.0,1.0,42,16,4111,263,1653,DISTRACTOR,30.0,1.0,TARGET_1,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,742.4,409.6,10000.0,2269599,1.0,0.71,1.0,TARGET_1,p11,1,2273710,0,12244,1,,target
7087,p11_1,52,4.0,1.0,42,24,5748,171,1242,,63.0,1.0,TARGET_1,1.0,,1.0,1.0,0.0,1.0,1.0,555.8,649.9,10000.0,2323830,0.0,0.49,1.0,TARGET_1,p11,1,2329578,0,12337,1,,target
7172,p11_1,54,4.0,1.0,42,26,5970,304,1884,DISTRACTOR,16.0,1.0,TARGET_1,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,540.2,494.3,10000.0,2371205,1.0,0.71,1.0,TARGET_1,p11,1,2377175,0,12422,1,,target
7360,p11_1,59,5.0,1.0,44,9,2123,223,2270,DISTRACTOR,9.0,1.0,TARGET_1,2.0,DISTRACTOR,3.0,1.0,0.0,1.0,1.0,648.1,237.3,10000.0,2611486,1.0,0.49,1.0,TARGET_1,p11,1,2613609,0,12610,1,,target
7402,p11_1,60,5.0,2.0,38,7,2679,352,2196,DISTRACTOR,29.0,1.0,TARGET_1,,,1.0,1.0,0.0,1.0,1.0,493.7,216.0,10000.0,2635438,1.0,0.74,1.0,TARGET_1,p11,1,2638117,0,12652,2,1.0,target
7408,p11_1,60,5.0,2.0,38,13,4048,351,1927,DISTRACTOR,10.0,2.0,TARGET_2,,,2.0,1.0,0.0,1.0,1.0,744.5,299.0,10000.0,2635438,1.0,0.79,2.0,TARGET_2,p11,1,2639486,0,12658,2,2.0,target
7465,p11_1,61,5.0,1.0,45,32,6933,329,1829,,,1.0,TARGET_1,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,422.2,491.3,10000.0,2660452,1.0,0.6,1.0,TARGET_1,p11,1,2667385,0,12715,1,,target
7483,p11_1,62,5.0,2.0,38,5,1133,141,2010,,,1.0,TARGET_1,1.0,,2.0,1.0,0.0,1.0,1.0,318.4,164.0,10000.0,2684640,1.0,0.65,1.0,TARGET_1,p11,1,2685773,0,12733,2,1.0,target
7505,p11_1,62,5.0,2.0,38,27,6363,520,1452,DISTRACTOR,20.0,2.0,TARGET_2,,,1.0,1.0,0.0,1.0,1.0,259.0,661.7,10000.0,2684640,1.0,0.64,2.0,TARGET_2,p11,1,2691003,0,12755,2,2.0,target
7602,p11_1,65,5.0,3.0,37,7,1406,338,2070,DISTRACTOR,6.0,1.0,TARGET_1,1.0,DISTRACTOR,3.0,1.0,0.0,1.0,1.0,300.5,280.2,9149.0,2756558,1.0,0.48,1.0,TARGET_1,p11,1,2757964,0,12852,2,1.0,target
7616,p11_1,65,5.0,3.0,37,21,5326,208,2080,DISTRACTOR,8.0,2.0,TARGET_2,2.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,798.5,283.9,9149.0,2756558,1.0,0.66,2.0,TARGET_2,p11,1,2761884,0,12866,2,2.0,target
7677,p11_1,67,5.0,3.0,39,5,1101,234,2204,DISTRACTOR,11.0,1.0,TARGET_1,1.0,TARGET_1,4.0,1.0,0.0,1.0,4.0,351.5,146.6,10000.0,2803080,0.0,1.0,1.0,TARGET_1,p11,1,2804181,0,12927,3,1.0,target
7689,p11_1,67,5.0,3.0,39,17,3717,173,2668,,83.0,2.0,TARGET_2,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,773.0,251.9,10000.0,2803080,0.0,0.68,2.0,TARGET_2,p11,1,2806797,0,12939,3,2.0,target
7703,p11_1,67,5.0,3.0,39,31,6845,148,1891,DISTRACTOR,8.0,3.0,TARGET_3,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,683.8,520.7,10000.0,2803080,0.0,0.87,3.0,TARGET_3,p11,1,2809925,0,12953,3,3.0,target
7812,p11_1,70,5.0,2.0,40,13,3252,158,2198,DISTRACTOR,9.0,1.0,TARGET_1,1.0,TARGET_1,2.0,1.0,0.0,1.0,2.0,570.3,119.9,10000.0,2873539,1.0,0.98,1.0,TARGET_1,p11,1,2876791,0,13062,1,1.0,target
7858,p11_1,71,5.0,2.0,41,19,4515,491,1944,DISTRACTOR,23.0,1.0,TARGET_1,1.0,,1.0,1.0,0.0,1.0,1.0,742.1,214.7,10000.0,2898213,1.0,0.96,1.0,TARGET_1,p11,1,2902728,0,13108,2,1.0,target
7889,p11_1,72,5.0,3.0,41,9,2373,254,2120,DISTRACTOR,5.0,1.0,TARGET_1,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,319.3,278.6,10000.0,2920970,0.0,0.79,1.0,TARGET_1,p11,1,2923343,0,13139,3,1.0,target
7940,p11_1,73,5.0,2.0,34,19,4594,143,2372,DISTRACTOR,3.0,2.0,TARGET_2,1.0,DISTRACTOR,2.0,2.0,2.0,1.0,1.0,616.8,340.4,10000.0,2944700,1.0,0.68,2.0,TARGET_2,p11,1,2949294,1,13190,1,,target
8006,p11_1,75,5.0,2.0,42,7,1791,126,2250,DISTRACTOR,19.0,2.0,TARGET_2,1.0,TARGET_2,2.0,1.0,0.0,1.0,2.0,463.9,304.1,10000.0,2991658,0.0,0.71,2.0,TARGET_2,p11,1,2993449,0,13256,1,1.0,target
8064,p11_1,76,5.0,2.0,41,23,5443,394,2229,,,2.0,TARGET_2,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,611.3,288.9,10000.0,3015145,1.0,0.36,2.0,TARGET_2,p11,1,3020588,0,13314,2,1.0,target
8088,p11_2,5,2.0,3.0,46,6,1428,142,2322,DISTRACTOR,21.0,3.0,TARGET_3,1.0,TARGET_3,3.0,1.0,0.0,1.0,2.0,414.9,180.3,10000.0,4337414,0.0,0.32,3.0,TARGET_3,p11,2,4338842,0,80377,3,1.0,target
8148,p11_2,6,2.0,3.0,38,20,5287,276,2298,DISTRACTOR,4.0,1.0,TARGET_1,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,737.9,485.9,9366.0,4360379,1.0,0.67,1.0,TARGET_1,p11,2,4365666,0,80437,2,1.0,target
8174,p11_2,7,2.0,1.0,45,8,1801,266,2504,DISTRACTOR,19.0,1.0,TARGET_1,,,1.0,1.0,0.0,1.0,1.0,729.8,137.0,10000.0,4383067,1.0,0.82,1.0,TARGET_1,p11,2,4384868,0,80463,1,,target
8223,p11_2,8,2.0,2.0,47,12,2227,223,2294,DISTRACTOR,4.0,1.0,TARGET_1,1.0,TARGET_1,2.0,1.0,0.0,1.0,2.0,422.6,188.7,10000.0,4406255,1.0,0.5,1.0,TARGET_1,p11,2,4408482,0,80512,1,1.0,target
8309,p11_2,10,2.0,3.0,34,15,3889,471,2862,DISTRACTOR,9.0,3.0,TARGET_3,1.0,,3.0,1.0,0.0,1.0,1.0,486.6,134.2,8387.0,4460485,1.0,0.71,3.0,TARGET_3,p11,2,4464374,0,80598,2,1.0,target
8364,p11_2,12,2.0,2.0,45,17,3623,460,3147,DISTRACTOR,26.0,2.0,TARGET_2,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,475.5,256.5,10000.0,4504410,1.0,0.79,2.0,TARGET_2,p11,2,4508033,0,80653,1,1.0,target
8531,p11_2,16,2.0,3.0,41,13,3266,488,2172,,85.0,2.0,TARGET_2,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,691.0,297.9,10000.0,4599841,0.0,0.98,2.0,TARGET_2,p11,2,4603107,0,80820,1,1.0,target
8580,p11_2,17,2.0,2.0,44,21,4274,182,2479,DISTRACTOR,23.0,1.0,TARGET_1,1.0,TARGET_1,2.0,1.0,0.0,1.0,2.0,673.0,466.0,10000.0,4625689,1.0,0.46,1.0,TARGET_1,p11,2,4629963,0,80869,1,1.0,target
8628,p11_2,18,2.0,2.0,48,25,5055,163,2403,,93.0,2.0,TARGET_2,1.0,,1.0,1.0,0.0,1.0,1.0,809.4,421.6,10000.0,4649856,1.0,0.96,2.0,TARGET_2,p11,2,4654911,0,80917,1,1.0,target
8885,p11_2,25,3.0,3.0,29,5,1417,129,2224,,37.0,1.0,TARGET_1,1.0,TARGET_1,3.0,1.0,0.0,1.0,3.0,351.0,147.8,7542.0,4907130,1.0,0.96,1.0,TARGET_1,p11,2,4908547,0,81174,1,1.0,target
8965,p11_2,27,3.0,1.0,42,21,5445,182,2593,DISTRACTOR,7.0,1.0,TARGET_1,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,688.0,220.3,10000.0,4950686,1.0,1.0,1.0,TARGET_1,p11,2,4956131,0,81254,1,,target
9006,p11_2,28,3.0,2.0,41,20,5215,339,2510,DISTRACTOR,12.0,2.0,TARGET_2,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,806.0,343.5,10000.0,4974854,1.0,0.89,2.0,TARGET_2,p11,2,4980069,0,81295,1,1.0,target
9123,p11_2,31,3.0,2.0,41,13,2658,217,2640,,78.0,2.0,TARGET_2,1.0,TARGET_2,2.0,1.0,0.0,1.0,2.0,681.0,157.9,10000.0,5051091,1.0,0.85,2.0,TARGET_2,p11,2,5053749,0,81412,1,1.0,target
