,subsesh,TRIAL_INDEX,blockNum,ntargets,TRIAL_FIXATION_TOTAL,CURRENT_FIX_INDEX,CURRENT_FIX_START,CURRENT_FIX_DURATION,CURRENT_FIX_PUPIL,PREVIOUS_FIX_INTEREST_AREA_LABEL,PREVIOUS_FIX_INTEREST_AREA_ID,CURRENT_FIX_INTEREST_AREA_ID,CURRENT_FIX_INTEREST_AREA_LABEL,NEXT_FIX_INTEREST_AREA_RUN_ID,NEXT_FIX_INTEREST_AREA_LABEL,CURRENT_FIX_INTEREST_AREA_FIX_COUNT,CURRENT_FIX_INTEREST_AREA_RUN_ID,CURRENT_FIX_REFIX_INTEREST_AREA,CURRENT_FIX_RUN_INDEX,CURRENT_FIX_RUN_SIZE,CURRENT_FIX_X,CURRENT_FIX_Y,RT,TRIAL_START_TIME,CORRECT,CURRENT_FIX_NEAREST_INTEREST_AREA_DISTANCE,CURRENT_FIX_NEAREST_INTEREST_AREA,CURRENT_FIX_NEAREST_INTEREST_AREA_LABEL,subject,session,timestamp,refix,fix_idx,ntargets_fixed,Order
5776,p11_1,20,2.0,3.0,41,16,4084,182,2197,DISTRACTOR,5.0,3.0,TARGET_3,1.0,DISTRACTOR,2.0,1.0,0.0,1.0,1.0,406.5,369.7,10000.0,1371024,0.0,0.75,3.0,TARGET_3,p11,1,1375108,0,11026,1,1
5857,p11_1,22,2.0,3.0,44,15,3417,201,2701,DISTRACTOR,30.0,2.0,TARGET_2,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,358.3,335.3,10000.0,1422407,0.0,0.65,2.0,TARGET_2,p11,1,1425824,0,11107,2,1
5865,p11_1,22,2.0,3.0,44,23,5149,150,2275,,,3.0,TARGET_3,1.0,TARGET_3,2.0,1.0,0.0,1.0,2.0,669.1,140.1,10000.0,1422407,0.0,0.92,3.0,TARGET_3,p11,1,1427556,0,11115,2,2
5900,p11_1,23,3.0,2.0,44,14,3239,185,2098,DISTRACTOR,12.0,1.0,TARGET_1,1.0,TARGET_1,3.0,1.0,0.0,1.0,2.0,279.5,278.5,10000.0,1538068,1.0,0.93,1.0,TARGET_1,p11,1,1541307,0,11150,2,1
5907,p11_1,23,3.0,2.0,44,21,4616,294,1793,,34.0,2.0,TARGET_2,1.0,DISTRACTOR,2.0,1.0,0.0,1.0,1.0,249.4,513.9,10000.0,1538068,1.0,0.74,2.0,TARGET_2,p11,1,1542684,0,11157,2,2
6214,p11_1,30,3.0,3.0,46,24,5220,181,1718,,,1.0,TARGET_1,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,777.3,482.7,10000.0,1702452,1.0,0.34,1.0,TARGET_1,p11,1,1707672,0,11464,3,1
6292,p11_1,32,3.0,3.0,26,12,2763,262,1967,DISTRACTOR,24.0,2.0,TARGET_2,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,554.1,229.2,6417.0,1751557,1.0,0.44,2.0,TARGET_2,p11,1,1754320,0,11542,2,1
6319,p11_1,33,3.0,3.0,39,13,2651,223,1865,DISTRACTOR,25.0,1.0,TARGET_1,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,374.0,108.4,9321.0,1771718,1.0,0.45,1.0,TARGET_1,p11,1,1774369,0,11569,3,1
6350,p11_1,34,3.0,3.0,32,5,1328,153,1923,,,1.0,TARGET_1,1.0,DISTRACTOR,3.0,1.0,0.0,1.0,1.0,739.3,156.6,7494.0,1794628,1.0,0.84,1.0,TARGET_1,p11,1,1795956,0,11600,3,1
6639,p11_1,41,4.0,2.0,46,24,5015,253,2022,DISTRACTOR,8.0,2.0,TARGET_2,2.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,678.0,465.2,10000.0,2053367,1.0,0.63,2.0,TARGET_2,p11,1,2058382,0,11889,1,1
6783,p11_1,45,4.0,2.0,41,11,3071,146,2028,DISTRACTOR,24.0,1.0,TARGET_1,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,499.9,169.5,10000.0,2144452,1.0,0.62,1.0,TARGET_1,p11,1,2147523,0,12033,2,1
6788,p11_1,45,4.0,2.0,41,16,4136,235,2026,DISTRACTOR,21.0,2.0,TARGET_2,1.0,TARGET_2,2.0,1.0,0.0,1.0,2.0,684.1,349.9,10000.0,2144452,1.0,0.76,2.0,TARGET_2,p11,1,2148588,0,12038,2,2
6953,p11_1,49,4.0,3.0,36,11,2866,214,2157,DISTRACTOR,28.0,2.0,TARGET_2,1.0,DISTRACTOR,2.0,1.0,0.0,1.0,1.0,598.5,223.9,10000.0,2245620,0.0,0.36,2.0,TARGET_2,p11,1,2248486,0,12203,2,1
7402,p11_1,60,5.0,2.0,38,7,2679,352,2196,DISTRACTOR,29.0,1.0,TARGET_1,,,1.0,1.0,0.0,1.0,1.0,493.7,216.0,10000.0,2635438,1.0,0.74,1.0,TARGET_1,p11,1,2638117,0,12652,2,1
7408,p11_1,60,5.0,2.0,38,13,4048,351,1927,DISTRACTOR,10.0,2.0,TARGET_2,,,2.0,1.0,0.0,1.0,1.0,744.5,299.0,10000.0,2635438,1.0,0.79,2.0,TARGET_2,p11,1,2639486,0,12658,2,2
7483,p11_1,62,5.0,2.0,38,5,1133,141,2010,,,1.0,TARGET_1,1.0,,2.0,1.0,0.0,1.0,1.0,318.4,164.0,10000.0,2684640,1.0,0.65,1.0,TARGET_1,p11,1,2685773,0,12733,2,1
7505,p11_1,62,5.0,2.0,38,27,6363,520,1452,DISTRACTOR,20.0,2.0,TARGET_2,,,1.0,1.0,0.0,1.0,1.0,259.0,661.7,10000.0,2684640,1.0,0.64,2.0,TARGET_2,p11,1,2691003,0,12755,2,2
7602,p11_1,65,5.0,3.0,37,7,1406,338,2070,DISTRACTOR,6.0,1.0,TARGET_1,1.0,DISTRACTOR,3.0,1.0,0.0,1.0,1.0,300.5,280.2,9149.0,2756558,1.0,0.48,1.0,TARGET_1,p11,1,2757964,0,12852,2,1
7616,p11_1,65,5.0,3.0,37,21,5326,208,2080,DISTRACTOR,8.0,2.0,TARGET_2,2.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,798.5,283.9,9149.0,2756558,1.0,0.66,2.0,TARGET_2,p11,1,2761884,0,12866,2,2
7677,p11_1,67,5.0,3.0,39,5,1101,234,2204,DISTRACTOR,11.0,1.0,TARGET_1,1.0,TARGET_1,4.0,1.0,0.0,1.0,4.0,351.5,146.6,10000.0,2803080,0.0,1.0,1.0,TARGET_1,p11,1,2804181,0,12927,3,1
7689,p11_1,67,5.0,3.0,39,17,3717,173,2668,,83.0,2.0,TARGET_2,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,773.0,251.9,10000.0,2803080,0.0,0.68,2.0,TARGET_2,p11,1,2806797,0,12939,3,2
7703,p11_1,67,5.0,3.0,39,31,6845,148,1891,DISTRACTOR,8.0,3.0,TARGET_3,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,683.8,520.7,10000.0,2803080,0.0,0.87,3.0,TARGET_3,p11,1,2809925,0,12953,3,3
7812,p11_1,70,5.0,2.0,40,13,3252,158,2198,DISTRACTOR,9.0,1.0,TARGET_1,1.0,TARGET_1,2.0,1.0,0.0,1.0,2.0,570.3,119.9,10000.0,2873539,1.0,0.98,1.0,TARGET_1,p11,1,2876791,0,13062,1,1
7858,p11_1,71,5.0,2.0,41,19,4515,491,1944,DISTRACTOR,23.0,1.0,TARGET_1,1.0,,1.0,1.0,0.0,1.0,1.0,742.1,214.7,10000.0,2898213,1.0,0.96,1.0,TARGET_1,p11,1,2902728,0,13108,2,1
7889,p11_1,72,5.0,3.0,41,9,2373,254,2120,DISTRACTOR,5.0,1.0,TARGET_1,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,319.3,278.6,10000.0,2920970,0.0,0.79,1.0,TARGET_1,p11,1,2923343,0,13139,3,1
8006,p11_1,75,5.0,2.0,42,7,1791,126,2250,DISTRACTOR,19.0,2.0,TARGET_2,1.0,TARGET_2,2.0,1.0,0.0,1.0,2.0,463.9,304.1,10000.0,2991658,0.0,0.71,2.0,TARGET_2,p11,1,2993449,0,13256,1,1
8064,p11_1,76,5.0,2.0,41,23,5443,394,2229,,,2.0,TARGET_2,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,611.3,288.9,10000.0,3015145,1.0,0.36,2.0,TARGET_2,p11,1,3020588,0,13314,2,1
8088,p11_2,5,2.0,3.0,46,6,1428,142,2322,DISTRACTOR,21.0,3.0,TARGET_3,1.0,TARGET_3,3.0,1.0,0.0,1.0,2.0,414.9,180.3,10000.0,4337414,0.0,0.32,3.0,TARGET_3,p11,2,4338842,0,80377,3,1
8148,p11_2,6,2.0,3.0,38,20,5287,276,2298,DISTRACTOR,4.0,1.0,TARGET_1,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,737.9,485.9,9366.0,4360379,1.0,0.67,1.0,TARGET_1,p11,2,4365666,0,80437,2,1
8223,p11_2,8,2.0,2.0,47,12,2227,223,2294,DISTRACTOR,4.0,1.0,TARGET_1,1.0,TARGET_1,2.0,1.0,0.0,1.0,2.0,422.6,188.7,10000.0,4406255,1.0,0.5,1.0,TARGET_1,p11,2,4408482,0,80512,1,1
8309,p11_2,10,2.0,3.0,34,15,3889,471,2862,DISTRACTOR,9.0,3.0,TARGET_3,1.0,,3.0,1.0,0.0,1.0,1.0,486.6,134.2,8387.0,4460485,1.0,0.71,3.0,TARGET_3,p11,2,4464374,0,80598,2,1
8364,p11_2,12,2.0,2.0,45,17,3623,460,3147,DISTRACTOR,26.0,2.0,TARGET_2,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,475.5,256.5,10000.0,4504410,1.0,0.79,2.0,TARGET_2,p11,2,4508033,0,80653,1,1
8531,p11_2,16,2.0,3.0,41,13,3266,488,2172,,85.0,2.0,TARGET_2,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,691.0,297.9,10000.0,4599841,0.0,0.98,2.0,TARGET_2,p11,2,4603107,0,80820,1,1
8580,p11_2,17,2.0,2.0,44,21,4274,182,2479,DISTRACTOR,23.0,1.0,TARGET_1,1.0,TARGET_1,2.0,1.0,0.0,1.0,2.0,673.0,466.0,10000.0,4625689,1.0,0.46,1.0,TARGET_1,p11,2,4629963,0,80869,1,1
8628,p11_2,18,2.0,2.0,48,25,5055,163,2403,,93.0,2.0,TARGET_2,1.0,,1.0,1.0,0.0,1.0,1.0,809.4,421.6,10000.0,4649856,1.0,0.96,2.0,TARGET_2,p11,2,4654911,0,80917,1,1
8885,p11_2,25,3.0,3.0,29,5,1417,129,2224,,37.0,1.0,TARGET_1,1.0,TARGET_1,3.0,1.0,0.0,1.0,3.0,351.0,147.8,7542.0,4907130,1.0,0.96,1.0,TARGET_1,p11,2,4908547,0,81174,1,1
9006,p11_2,28,3.0,2.0,41,20,5215,339,2510,DISTRACTOR,12.0,2.0,TARGET_2,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,806.0,343.5,10000.0,4974854,1.0,0.89,2.0,TARGET_2,p11,2,4980069,0,81295,1,1
9123,p11_2,31,3.0,2.0,41,13,2658,217,2640,,78.0,2.0,TARGET_2,1.0,TARGET_2,2.0,1.0,0.0,1.0,2.0,681.0,157.9,10000.0,5051091,1.0,0.85,2.0,TARGET_2,p11,2,5053749,0,81412,1,1
9205,p11_2,33,3.0,2.0,33,23,6146,225,1777,DISTRACTOR,16.0,1.0,TARGET_1,,,1.0,1.0,0.0,1.0,1.0,319.5,473.3,9267.0,5104994,1.0,0.59,1.0,TARGET_1,p11,2,5111140,0,81494,1,1
9563,p11_2,43,4.0,3.0,31,4,1105,204,1749,,,2.0,TARGET_2,1.0,TARGET_2,2.0,1.0,0.0,1.0,2.0,419.9,351.5,7897.0,5430818,1.0,0.11,2.0,TARGET_2,p11,2,5431923,0,81852,1,1
9676,p11_2,46,4.0,2.0,35,13,4331,301,2982,DISTRACTOR,26.0,1.0,TARGET_1,1.0,,1.0,1.0,0.0,1.0,1.0,642.4,124.1,10000.0,5497527,1.0,0.73,1.0,TARGET_1,p11,2,5501858,0,81965,1,1
9829,p11_2,51,4.0,3.0,28,12,4151,411,2662,DISTRACTOR,8.0,1.0,TARGET_1,,,1.0,1.0,0.0,1.0,1.0,357.7,100.4,8649.0,5623862,1.0,0.46,1.0,TARGET_1,p11,2,5628013,0,82118,2,1
9832,p11_2,51,4.0,3.0,28,15,5289,143,2603,DISTRACTOR,25.0,3.0,TARGET_3,,,2.0,1.0,0.0,1.0,1.0,588.6,173.3,8649.0,5623862,1.0,0.44,3.0,TARGET_3,p11,2,5629151,0,82121,2,2
10068,p11_2,59,5.0,2.0,41,9,2060,134,2410,DISTRACTOR,16.0,2.0,TARGET_2,1.0,TARGET_2,2.0,1.0,0.0,1.0,2.0,473.6,130.5,10000.0,5906790,1.0,0.62,2.0,TARGET_2,p11,2,5908850,0,82357,1,1
10232,p11_2,63,5.0,2.0,38,11,3360,487,2258,,,2.0,TARGET_2,1.0,DISTRACTOR,2.0,1.0,0.0,1.0,1.0,435.0,286.1,10000.0,6004277,1.0,0.51,2.0,TARGET_2,p11,2,6007637,0,82521,2,1
10239,p11_2,63,5.0,2.0,38,18,5166,368,1928,,,1.0,TARGET_1,,,1.0,1.0,0.0,1.0,1.0,796.3,405.1,10000.0,6004277,1.0,0.57,1.0,TARGET_1,p11,2,6009443,0,82528,2,2
10353,p11_2,66,5.0,2.0,40,14,3259,376,2264,,33.0,1.0,TARGET_1,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,247.1,251.4,10000.0,6076959,1.0,0.6,1.0,TARGET_1,p11,2,6080218,0,82642,1,1
10541,p11_2,71,5.0,2.0,40,12,3696,175,2572,DISTRACTOR,28.0,1.0,TARGET_1,1.0,,1.0,1.0,0.0,1.0,1.0,555.4,307.7,10000.0,6203253,0.0,0.64,1.0,TARGET_1,p11,2,6206949,0,82830,1,1
10659,p11_2,74,5.0,3.0,36,24,5156,200,2395,DISTRACTOR,8.0,1.0,TARGET_1,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,722.9,393.7,8340.0,6277011,1.0,0.67,1.0,TARGET_1,p11,2,6282167,0,82948,1,1
10800,p12_1,6,2.0,3.0,29,9,2236,198,2370,DISTRACTOR,8.0,2.0,TARGET_2,2.0,DISTRACTOR,2.0,1.0,0.0,1.0,1.0,767.4,289.6,8290.0,4486360,1.0,0.52,2.0,TARGET_2,p12,1,4488596,0,13520,3,1
10803,p12_1,6,2.0,3.0,29,12,2841,302,2695,TARGET_2,2.0,3.0,TARGET_3,1.0,,1.0,1.0,0.0,1.0,1.0,790.9,546.4,8290.0,4486360,1.0,0.52,3.0,TARGET_3,p12,1,4489201,0,13523,3,2
10828,p12_1,7,2.0,2.0,29,8,1929,242,2472,DISTRACTOR,24.0,2.0,TARGET_2,2.0,DISTRACTOR,2.0,1.0,0.0,1.0,1.0,607.2,293.9,7274.0,4509978,1.0,0.18,2.0,TARGET_2,p12,1,4511907,0,13548,2,1
10864,p12_1,8,2.0,2.0,31,15,3381,231,3138,DISTRACTOR,11.0,2.0,TARGET_2,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,230.5,474.5,7536.0,4532645,1.0,0.39,2.0,TARGET_2,p12,1,4536026,0,13584,2,1
11047,p12_1,14,2.0,2.0,34,20,5271,177,2302,DISTRACTOR,22.0,2.0,TARGET_2,1.0,,1.0,1.0,0.0,1.0,1.0,234.1,651.8,8819.0,4661508,1.0,0.28,2.0,TARGET_2,p12,1,4666779,0,13767,2,1
11205,p12_1,20,2.0,3.0,26,12,3216,178,2292,,,2.0,TARGET_2,1.0,,1.0,1.0,0.0,1.0,1.0,297.9,679.5,7244.0,4786739,1.0,0.89,2.0,TARGET_2,p12,1,4789955,0,13925,3,1
11251,p12_1,22,2.0,2.0,34,5,1276,216,2178,,58.0,2.0,TARGET_2,,,1.0,1.0,0.0,1.0,1.0,503.5,649.4,8078.0,4829476,1.0,0.74,2.0,TARGET_2,p12,1,4830752,0,13971,2,1
11285,p12_1,23,3.0,3.0,26,5,1335,246,3058,DISTRACTOR,8.0,1.0,TARGET_1,1.0,DISTRACTOR,2.0,1.0,0.0,1.0,1.0,287.1,281.2,6157.0,4894866,0.0,0.68,1.0,TARGET_1,p12,1,4896201,0,14005,2,1
11448,p12_1,29,3.0,3.0,25,7,1670,404,2834,DISTRACTOR,10.0,1.0,TARGET_1,,,1.0,1.0,0.0,1.0,1.0,361.0,96.2,7174.0,5018416,1.0,0.62,1.0,TARGET_1,p12,1,5020086,0,14168,3,1
11534,p12_1,32,3.0,3.0,24,12,3093,180,2689,DISTRACTOR,13.0,3.0,TARGET_3,1.0,TARGET_3,2.0,1.0,0.0,1.0,2.0,447.1,404.9,6405.0,5081528,0.0,0.9,3.0,TARGET_3,p12,1,5084621,0,14254,2,1
11634,p12_1,36,3.0,3.0,22,11,2867,217,2907,,70.0,2.0,TARGET_2,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,640.6,282.1,6094.0,5163099,1.0,0.83,2.0,TARGET_2,p12,1,5165966,0,14354,3,1
11653,p12_1,37,3.0,2.0,32,8,1931,271,2589,DISTRACTOR,21.0,2.0,TARGET_2,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,634.4,476.4,8291.0,5182808,1.0,0.93,2.0,TARGET_2,p12,1,5184739,0,14373,1,1
11710,p12_1,39,3.0,2.0,24,7,1536,232,3195,DISTRACTOR,29.0,1.0,TARGET_1,1.0,,1.0,1.0,0.0,1.0,1.0,456.9,229.7,6455.0,5226141,1.0,0.87,1.0,TARGET_1,p12,1,5227677,0,14430,1,1
11758,p12_1,41,4.0,3.0,25,8,1961,159,2468,DISTRACTOR,16.0,3.0,TARGET_3,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,357.6,669.5,6506.0,5393358,0.0,0.56,3.0,TARGET_3,p12,1,5395319,0,14478,2,1
11805,p12_1,43,4.0,2.0,28,5,1015,194,2202,DISTRACTOR,16.0,2.0,TARGET_2,,,1.0,1.0,0.0,1.0,1.0,302.5,524.4,6732.0,5432888,1.0,0.33,2.0,TARGET_2,p12,1,5433903,0,14525,2,1
11813,p12_1,43,4.0,2.0,28,13,2722,317,2259,,69.0,1.0,TARGET_1,,,1.0,1.0,0.0,1.0,1.0,602.2,472.1,6732.0,5432888,1.0,0.07,1.0,TARGET_1,p12,1,5435610,0,14533,2,2
11869,p12_1,45,4.0,3.0,28,12,2813,429,2606,,,3.0,TARGET_3,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,723.9,186.5,7100.0,5474027,0.0,0.44,3.0,TARGET_3,p12,1,5476840,0,14589,2,1
12104,p12_1,55,4.0,2.0,25,5,1290,221,2942,DISTRACTOR,29.0,1.0,TARGET_1,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,286.7,272.7,6863.0,5676613,1.0,0.91,1.0,TARGET_1,p12,1,5677903,0,14824,2,1
12142,p12_1,56,4.0,2.0,32,18,4246,185,2772,DISTRACTOR,8.0,2.0,TARGET_2,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,468.6,287.0,7728.0,5697765,0.0,0.52,2.0,TARGET_2,p12,1,5702011,0,14862,1,1
12167,p12_1,57,4.0,2.0,22,11,2835,213,2630,DISTRACTOR,14.0,1.0,TARGET_1,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,599.0,302.3,6270.0,5720065,1.0,0.3,1.0,TARGET_1,p12,1,5722900,0,14887,1,1
12291,p12_1,62,5.0,3.0,21,7,1443,157,3083,,54.0,3.0,TARGET_3,1.0,TARGET_3,2.0,1.0,0.0,1.0,2.0,456.9,173.9,5299.0,5869990,1.0,0.86,3.0,TARGET_3,p12,1,5871433,0,15011,2,1
12310,p12_1,63,5.0,2.0,23,5,1070,260,3116,DISTRACTOR,16.0,1.0,TARGET_1,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,463.5,212.9,6023.0,5888588,1.0,0.97,1.0,TARGET_1,p12,1,5889658,0,15030,2,1
12384,p12_1,66,5.0,2.0,22,11,3246,478,2025,,,2.0,TARGET_2,,,1.0,1.0,0.0,1.0,1.0,764.0,607.9,6372.0,5947547,1.0,0.78,2.0,TARGET_2,p12,1,5950793,0,15104,1,1
12512,p12_1,71,5.0,3.0,25,13,2885,176,2437,DISTRACTOR,25.0,2.0,TARGET_2,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,704.0,357.5,6295.0,6052416,1.0,0.62,2.0,TARGET_2,p12,1,6055301,0,15232,2,1
12536,p12_1,72,5.0,3.0,26,12,3127,280,2450,DISTRACTOR,24.0,3.0,TARGET_3,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,691.2,652.8,7447.0,6072521,0.0,0.99,3.0,TARGET_3,p12,1,6075648,0,15256,1,1
12582,p12_1,74,5.0,3.0,20,6,1220,423,2580,,,3.0,TARGET_3,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,362.1,395.3,5580.0,6115229,1.0,0.65,3.0,TARGET_3,p12,1,6116449,0,15302,1,1
12607,p12_1,75,5.0,2.0,24,11,2718,398,2623,,53.0,1.0,TARGET_1,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,293.6,584.4,7261.0,6134383,0.0,0.44,1.0,TARGET_1,p12,1,6137101,0,15327,2,1
12681,p12_2,6,2.0,3.0,21,10,2416,250,3392,,,2.0,TARGET_2,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,235.5,366.8,5514.0,8091313,0.0,0.5,2.0,TARGET_2,p12,2,8093729,0,83150,1,1
12944,p12_2,18,2.0,3.0,23,9,2115,198,2849,DISTRACTOR,27.0,2.0,TARGET_2,1.0,TARGET_2,2.0,1.0,0.0,1.0,2.0,697.8,184.8,5844.0,8323094,1.0,0.91,2.0,TARGET_2,p12,2,8325209,0,83413,2,1
12996,p12_2,20,2.0,3.0,26,16,3452,149,3127,,,2.0,TARGET_2,,,1.0,1.0,0.0,1.0,1.0,489.3,494.0,6499.0,8361914,1.0,0.74,2.0,TARGET_2,p12,2,8365366,0,83465,1,1
13041,p12_2,22,2.0,2.0,24,12,2951,148,2772,DISTRACTOR,5.0,1.0,TARGET_1,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,279.8,462.9,6919.0,8401081,1.0,0.84,1.0,TARGET_1,p12,2,8404032,0,83510,2,1
13130,p12_2,26,3.0,2.0,26,11,3004,296,2588,DISTRACTOR,27.0,1.0,TARGET_1,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,763.4,418.2,7143.0,8532402,1.0,0.65,1.0,TARGET_1,p12,2,8535406,0,83599,1,1
13155,p12_2,27,3.0,2.0,20,10,2287,193,2279,DISTRACTOR,27.0,1.0,TARGET_1,1.0,DISTRACTOR,2.0,1.0,0.0,1.0,1.0,776.9,519.9,6260.0,8552910,1.0,0.51,1.0,TARGET_1,p12,2,8555197,0,83624,2,1
13263,p12_2,33,3.0,2.0,19,8,1884,211,3249,DISTRACTOR,14.0,2.0,TARGET_2,1.0,TARGET_2,2.0,1.0,0.0,1.0,2.0,405.3,272.3,5415.0,8672987,1.0,0.95,2.0,TARGET_2,p12,2,8674871,0,83732,2,1
13325,p12_2,36,3.0,2.0,20,7,1958,370,2180,,,2.0,TARGET_2,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,784.7,375.1,6289.0,8730197,1.0,0.73,2.0,TARGET_2,p12,2,8732155,0,83794,2,1
13520,p12_2,45,4.0,3.0,23,9,1972,197,2443,DISTRACTOR,4.0,2.0,TARGET_2,1.0,DISTRACTOR,2.0,1.0,0.0,1.0,1.0,677.2,179.9,5442.0,8963019,1.0,0.56,2.0,TARGET_2,p12,2,8964991,0,83989,1,1
13578,p12_2,48,4.0,3.0,23,10,2277,210,2710,,,2.0,TARGET_2,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,415.3,178.9,5637.0,9019166,1.0,0.28,2.0,TARGET_2,p12,2,9021443,0,84047,3,1
13679,p12_2,53,4.0,2.0,21,6,1514,181,1983,DISTRACTOR,23.0,1.0,TARGET_1,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,243.1,242.0,5431.0,9113209,1.0,0.27,1.0,TARGET_1,p12,2,9114723,0,84148,1,1
13728,p12_2,55,4.0,2.0,19,11,2611,315,2393,DISTRACTOR,11.0,2.0,TARGET_2,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,356.4,520.2,5634.0,9151689,0.0,0.52,2.0,TARGET_2,p12,2,9154300,0,84197,1,1
13803,p12_2,59,5.0,3.0,26,11,2231,333,2577,DISTRACTOR,19.0,2.0,TARGET_2,,,1.0,1.0,0.0,1.0,1.0,601.0,331.3,6169.0,9267273,0.0,0.79,2.0,TARGET_2,p12,2,9269504,0,84272,2,1
13923,p12_2,65,5.0,2.0,21,7,1513,280,2612,DISTRACTOR,26.0,2.0,TARGET_2,1.0,DISTRACTOR,2.0,1.0,0.0,1.0,1.0,474.5,241.4,5212.0,9384462,1.0,0.36,2.0,TARGET_2,p12,2,9385975,0,84392,1,1
14100,p12_2,74,5.0,2.0,24,6,1204,202,2283,,,2.0,TARGET_2,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,472.0,134.9,6091.0,9555236,1.0,0.8,2.0,TARGET_2,p12,2,9556440,0,84569,1,1
14152,p12_2,76,5.0,2.0,22,11,2962,230,1851,,,1.0,TARGET_1,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,484.7,562.7,6437.0,9595125,1.0,1.0,1.0,TARGET_1,p12,2,9598087,0,84621,1,1
14248,p13_1,7,2.0,3.0,36,7,1696,251,3329,DISTRACTOR,16.0,1.0,TARGET_1,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,421.7,300.9,10000.0,7618418,0.0,0.24,1.0,TARGET_1,p13,1,7620114,0,15610,3,1
14255,p13_1,7,2.0,3.0,36,14,3441,187,2615,DISTRACTOR,18.0,2.0,TARGET_2,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,256.2,649.7,10000.0,7618418,0.0,0.5,2.0,TARGET_2,p13,1,7621859,0,15617,3,2
14262,p13_1,7,2.0,3.0,36,21,5447,345,2819,,,3.0,TARGET_3,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,592.6,554.3,10000.0,7618418,0.0,0.77,3.0,TARGET_3,p13,1,7623865,0,15624,3,3
14321,p13_1,9,2.0,2.0,33,5,1115,152,3407,DISTRACTOR,16.0,1.0,TARGET_1,1.0,TARGET_1,3.0,1.0,0.0,1.0,2.0,466.3,222.7,8287.0,7667334,1.0,0.66,1.0,TARGET_1,p13,1,7668449,0,15683,1,1
14360,p13_1,10,2.0,3.0,32,11,2207,388,2716,DISTRACTOR,25.0,2.0,TARGET_2,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,727.8,369.7,7533.0,7688835,1.0,0.57,2.0,TARGET_2,p13,1,7691042,0,15722,3,1
14368,p13_1,10,2.0,3.0,32,19,4050,144,2411,,89.0,3.0,TARGET_3,,,1.0,1.0,0.0,1.0,1.0,771.3,617.3,7533.0,7688835,1.0,0.88,3.0,TARGET_3,p13,1,7692885,0,15730,3,2
14489,p13_1,14,2.0,3.0,34,6,1141,126,2860,,,1.0,TARGET_1,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,307.8,302.3,7892.0,7781482,1.0,0.35,1.0,TARGET_1,p13,1,7782623,0,15851,2,1
